Frame,Sub Frame,"Reconstruction Position - Unlabeled Track (709)",,,"Reconstruction Position - Unlabeled Track (712)",,,"Reconstruction Position - Unlabeled Track (714)",,,"Reconstruction Position - Unlabeled Track (715)",,,"Reconstruction Position - Unlabeled Track (718)",,,"Reconstruction Position - Unlabeled Track (719)",,,"Reconstruction Position - Unlabeled Track (726)",,,"Reconstruction Position - Unlabeled Track (739)",,,"Reconstruction Position - Unlabeled Track (740)",,,"Reconstruction Position - Unlabeled Track (741)",,,"Reconstruction Position - Unlabeled Track (742)",,,"Reconstruction Position - Unlabeled Track (743)",,
,,"TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ"
Frames,Frames,"mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm"
424,0,"604.18","-65.9009","488.368","875.789","-306.984","1626.22","841.684","-281.377","458.616","924.967","-71.2921","128.313","968.082","-254.078","1424.44","770.816","-338.306","1362.2","603.881","247.954","258.082","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
425,0,"610.558","-86.0011","498.961","884.818","-324.331","1637.15","851.165","-272.802","475.273","925.989","-78.7226","135.867","976.31","-258.048","1433.77","782.431","-353.2","1375.09","610.962","229.039","269.251","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
426,0,"617.965","-106.762","508.214","894.283","-341.633","1647.47","859.365","-263.821","492.638","927.883","-88.1101","143.885","983.879","-261.739","1442.63","794.535","-367.9","1387.65","618.77","211.113","280.843","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
427,0,"626.022","-127.219","517.36","903.954","-358.919","1657","866.756","-254.861","510.293","931.331","-97.7034","153.201","990.658","-265.528","1450.51","806.976","-382.168","1399.39","626.017","193.522","292.054","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
428,0,"634.057","-147.63","526.676","913.729","-376.226","1665.69","874.406","-246.865","527.403","935.663","-106.07","165.481","997.415","-268.763","1457.89","819.649","-395.951","1410.17","632.953","174.546","301.203","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
429,0,"642.164","-166.78","536.283","923.313","-393.412","1672.99","881.646","-243.261","543.706","939.01","-111.026","181.593","1003.41","-271.866","1464.31","832.429","-409.247","1419.79","638.037","154.121","308.39","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
430,0,"650.448","-184.385","545.777","932.86","-410.659","1679.26","888.712","-243.921","559.127","941.254","-112.453","200.17","1008.99","-274.553","1469.74","845.343","-421.939","1428.08","641.178","132.44","313.179","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
431,0,"659.397","-200.773","554.898","942.362","-427.868","1684.49","894.948","-247.799","573.147","943.019","-110.684","214.117","1014.83","-276.891","1474.5","858.615","-434.261","1435.22","642.776","108.04","314.657","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
432,0,"669.956","-216.201","563.745","951.941","-445.001","1688.87","899.923","-253.435","585.638","944.234","-108.12","228.507","1019.82","-278.316","1478.27","871.456","-445.365","1440.59","642.972","82.263","314.803","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
433,0,"682.361","-231.374","572.587","961.583","-461.989","1692.43","904.61","-259.882","597.246","944.529","-105.933","242.055","1024.35","-279.262","1480.99","884.141","-455.9","1444.91","642.986","54.6428","313.745","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
434,0,"696.279","-246.567","581.618","971.189","-478.805","1695.31","909.055","-266.102","608.822","944.915","-104.262","254.724","1028.37","-279.586","1482.87","896.366","-465.661","1448.05","645.071","25.0393","310.509","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
435,0,"710.688","-260.642","590.589","980.441","-495.471","1697.54","913.938","-271.15","620.71","945.727","-103.923","267.686","1031.01","-279.704","1484.13","908.155","-474.51","1449.98","647.203","-5.50712","307.798","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
436,0,"724.105","-274.175","600.099","989.071","-511.589","1699.09","919.836","-274.301","632.205","947.893","-104.875","279.267","1031.04","-279.957","1485.5","919.517","-482.302","1450.75","650.566","-36.7612","305.166","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
437,0,"736.592","-286.641","608.666","996.988","-527.15","1700.19","926.435","-275.487","642.919","950.344","-106.372","289.598","1029.01","-280.189","1487.3","930.627","-489.201","1450.88","654.947","-68.0827","302.845","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
438,0,"746.741","-298.604","617.39","1004.29","-542.107","1700.84","932.237","-275.28","652.606","953.49","-108.16","299.349","1026.09","-281.046","1490.77","941.511","-495.243","1450.67","660.169","-98.9164","301.052","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
439,0,"753.519","-311.463","624.059","1011.21","-556.415","1701.05","936.678","-274.602","661.314","957.029","-110.71","308.005","1023.11","-282.905","1496.25","952.277","-500.403","1450.26","666.24","-129.338","299.215","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
440,0,"758.019","-328.247","630.243","1017.86","-570.02","1700.83","940.368","-274.347","669.397","960.683","-113.593","315.827","1019.73","-285.17","1501.55","962.897","-504.709","1449.63","672.151","-158.762","298.317","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
441,0,"761.583","-346.647","633.705","1024.24","-582.918","1700.25","943.551","-274.166","676.983","964.173","-116.667","322.925","1015.92","-288.015","1506.26","973.354","-508.172","1449.32","677.983","-187.702","297.471","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
442,0,"763.465","-366.596","636.894","1030.39","-595.136","1699.41","946.53","-274.213","684.251","967.498","-120.013","329.345","1011.88","-291.53","1510.22","983.106","-511.111","1449.03","683.577","-216.456","296.348","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
443,0,"765.4","-387.4","638.46","1036.97","-607.139","1698.6","949.225","-274.284","691.174","970.783","-123.44","335.262","1007.2","-295.647","1513.77","992.288","-513.881","1448.98","688.973","-245.239","294.948","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
444,0,"767.211","-408.386","639.18","1042.2","-618.035","1697.39","951.526","-274.496","697.635","973.997","-126.687","340.702","1002.34","-300.628","1518.19","1000.79","-516.559","1448.9","694.151","-274.243","293.225","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
445,0,"769.669","-429.767","639.776","1047.12","-628.464","1696.16","953.364","-275.096","703.405","976.943","-129.638","345.688","997.568","-306.045","1523.12","1008.53","-519.304","1448.41","699.189","-303.46","291.298","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
446,0,"773.296","-451.021","640.533","1051.88","-638.859","1694.51","954.802","-276.333","708.246","979.533","-132.138","350.092","993.011","-312.268","1527.52","1015.64","-521.881","1447.86","704.091","-332.756","289.125","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
447,0,"778.122","-472.337","641.134","1056.07","-648.799","1692.59","956.03","-278.234","711.99","981.546","-134.157","353.787","988.926","-319.362","1531.42","1021.75","-524.562","1446.83","708.962","-361.981","286.746","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
448,0,"783.767","-492.926","641.185","1059.67","-658.501","1690.12","957.103","-280.758","714.504","982.768","-135.848","356.89","985.175","-326.805","1535.19","1026.82","-527.337","1445.63","713.795","-391.101","284.287","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
449,0,"789.72","-513.338","640.677","1062.78","-668.017","1687.11","958.166","-283.345","716.35","982.893","-137.559","359.211","981.369","-335.069","1538.17","1030.83","-530.401","1444.12","718.671","-420.201","281.743","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
450,0,"795.278","-534.122","639.68","1065.61","-677.361","1683.61","959.106","-286.435","717.113","981.917","-139.606","360.53","977.279","-343.724","1540.13","1033.93","-533.712","1442.06","723.553","-448.979","278.95","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
451,0,"800.893","-555.607","638.638","1068.32","-686.654","1679.75","959.85","-289.599","717.164","980.767","-141.006","361.619","973.24","-353.061","1541.25","1036.23","-537.207","1439.42","728.503","-477.536","276.029","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
452,0,"805.916","-576.985","637.147","1071.01","-695.997","1675.57","960.234","-292.69","716.679","979.048","-142.271","362.32","969.494","-362.557","1541.46","1037.75","-541.083","1436.21","733.538","-505.951","272.876","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
453,0,"810.713","-598.533","635.284","1073.78","-705.279","1671.08","960.308","-295.531","715.774","976.8","-143.145","362.528","966.042","-372.258","1540.63","1038.62","-545.64","1432.74","738.71","-534.192","269.187","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
454,0,"815.463","-619.938","633.064","1076.34","-714.931","1666.11","960.11","-297.903","714.505","974.028","-143.324","362.188","962.953","-382.161","1538.85","1038.87","-551.231","1429.21","744.048","-562.487","265.071","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
455,0,"820.229","-640.963","630.356","1078.69","-724.649","1660.81","959.658","-299.73","712.779","970.471","-142.765","361.412","960.154","-392.433","1536.27","1038.72","-558.09","1425.62","749.711","-590.909","260.601","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
456,0,"825.163","-661.538","626.93","1080.82","-734.472","1655.29","958.938","-301.111","710.571","966.026","-141.366","360.174","957.663","-402.938","1533.29","1038.44","-566.372","1421.73","755.611","-619.236","255.704","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
457,0,"830.428","-681.703","622.845","1082.91","-744.404","1649.72","957.85","-302.377","707.738","960.472","-139.368","358.591","955.459","-414.434","1529.3","1038.46","-575.841","1417.23","761.766","-647.367","250.501","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
458,0,"835.908","-701.49","618.199","1085.12","-754.534","1644.14","956.725","-303.728","704.555","953.809","-136.85","356.665","953.789","-426.757","1524.58","1039.07","-586.005","1411.81","768.185","-675.29","244.985","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
459,0,"841.549","-720.795","613.028","1087.51","-764.962","1638.39","954.92","-305.579","700.301","945.994","-133.967","354.396","952.932","-439.704","1519.17","1040.33","-596.594","1405.41","775.104","-702.877","239.16","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
460,0,"847.733","-739.539","607.336","1090.11","-775.809","1632.1","952.692","-307.693","695.095","936.921","-130.978","351.683","952.788","-453.014","1513","1042.21","-607.588","1398.19","782.606","-729.888","232.899","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
461,0,"854.742","-757.767","600.991","1092.88","-787.286","1625.01","950.137","-309.934","688.836","926.536","-127.789","348.416","953.196","-466.731","1505.93","1044.63","-619.202","1390.48","790.791","-756.164","226.203","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
462,0,"862.484","-775.549","593.895","1095.79","-799.624","1617.09","947.241","-312.235","681.534","915.031","-124.576","344.58","954.29","-481.065","1498.45","1047.43","-631.512","1382.46","799.564","-781.576","219.002","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
463,0,"870.864","-792.903","585.843","1098.6","-812.888","1608.3","943.888","-314.764","673.221","898.041","-119.839","343.87","955.75","-495.984","1490.47","1050.65","-644.565","1374.01","808.874","-806.235","210.931","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
464,0,"879.342","-810.005","577.238","1101.1","-827.13","1598.41","940.104","-317.605","663.937","888.043","-118.403","335.855","957.71","-511.709","1481.8","1054.28","-658.174","1364.88","818.477","-829.87","202.182","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
465,0,"888.162","-826.92","567.682","1103.18","-842.377","1587.22","935.851","-320.664","653.812","873.917","-115.754","330.657","959.821","-527.611","1472.34","1058.3","-672.18","1355.03","828.168","-852.12","192.513","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
466,0,"897.29","-843.949","557.318","1104.85","-858.486","1574.66","931.063","-323.793","642.85","859.158","-113.381","324.981","962.012","-543.612","1462.27","1062.65","-686.489","1344.49","837.953","-872.608","182.053","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
467,0,"906.724","-861.378","546.281","1106.23","-875.269","1560.67","925.777","-326.806","631.2","844.318","-111.491","318.497","964.177","-559.547","1451.7","1067.3","-700.972","1333.27","847.63","-890.96","170.218","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
468,0,"916.302","-879.187","534.713","1107.48","-892.487","1545.33","919.761","-329.834","618.707","828.286","-109.907","312.386","966.182","-575.188","1440.82","1072.32","-715.469","1321.47","856.953","-907.623","157.638","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
469,0,"926.02","-897.139","522.462","1108.72","-909.875","1528.73","913.204","-333.138","605.63","811.791","-108.922","306.147","968.204","-590.885","1429.52","1077.78","-729.986","1309.01","865.89","-922.48","143.738","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
470,0,"935.776","-914.496","509.52","1110.06","-927.186","1510.92","906.141","-337.007","591.951","795.023","-108.61","299.829","970.179","-606.56","1417.56","1083.65","-744.735","1295.52","874.556","-935.875","128.966","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
471,0,"945.889","-930.938","495.532","1111.48","-944.274","1491.97","898.764","-341.581","577.831","778.035","-109.136","293.508","972.373","-622.273","1404.68","1089.17","-760.209","1279.41","879.294","-941.379","114.466","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
472,0,"957.835","-947.108","479.305","1112.97","-961.17","1472.11","891.177","-346.807","563.456","760.919","-110.735","287.276","974.764","-637.927","1390.7","1093.29","-775.482","1260.71","874.949","-936.145","100.375","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
473,0,"970.358","-962.633","463.043","1114.56","-977.928","1451.83","883.542","-353.341","548.918","743.797","-113.854","281.11","977.307","-653.497","1375.79","1096","-790.246","1240.93","869.481","-929.613","87.6127","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
474,0,"980.597","-974.611","448.289","1116.32","-994.505","1431.7","876.168","-360.968","534.005","726.706","-118.632","274.783","980.26","-668.585","1360.25","1097.58","-804.738","1220.01","867.757","-924.358","78.4076","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
475,0,"990.569","-982.668","432.617","1118.43","-1010.85","1412.1","869.101","-369.548","518.533","709.616","-124.968","268.308","983.995","-682.831","1344.32","1098.54","-818.732","1198.18","872.161","-924.358","72.6019","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
476,0,"1009.31","-993.724","432.3","1121.14","-1027.24","1393.52","863.039","-379.372","502.746","692.555","-133.561","261.619","988.918","-696.403","1328.67","1099.27","-832.212","1175.61","876.557","-926.642","73.9298","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
477,0,"1021.94","-1008.51","435.988","1124.51","-1043.79","1376.57","859.147","-391.161","486.15","675.63","-144.239","254.217","994.616","-710.112","1314.33","1099.93","-845.069","1152.4","878.299","-929.786","78.8976","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
478,0,"1031.48","-1025.63","437.872","1128.48","-1060.08","1361.27","854.629","-402.873","470.839","658.904","-156.247","245.957","1001.66","-724.32","1301.58","1099.43","-856.712","1130.06","878.163","-934.24","82.1425","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
479,0,"1038.26","-1039.32","439.746","1132.92","-1075.69","1346.5","850.948","-415.65","455.147","643.138","-169.44","237.128","1009.96","-738.669","1289.98","1097.8","-866.914","1109.85","879.143","-938.064","83.6516","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
480,0,"1043.06","-1049.65","438.254","1137.49","-1090.62","1331.47","845.05","-430.248","437.788","628.51","-183.731","227.819","1018.91","-752.576","1279.7","1095.27","-875.976","1093.76","879.959","-939.371","84.1248","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
481,0,"1045.32","-1058.58","432.894","1141.86","-1105.07","1316.36","840.228","-442.707","424.994","615.395","-198.876","217.768","1027.42","-766.445","1270.16","1092.31","-884.842","1079.78","868.315","-928.05","90.7322","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
482,0,"1043.92","-1067.71","424.257","1146.04","-1119.11","1301.65","835.481","-453.623","414.73","602.418","-215.531","207.567","1035.54","-780.023","1261.43","1092.83","-895.673","1067.09","867.835","-928.573","90.8187","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
483,0,"1039.85","-1076.91","413.153","1150.3","-1132.67","1287.65","831.708","-462.552","406.118","582.598","-238.545","200.74","1043.23","-793.071","1253.57","1096.89","-907.621","1056.66","866.888","-930.162","90.612","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
484,0,"nan","nan","nan","1154.7","-1145.73","1274.44","828.963","-470.008","398.332","562.699","-261.476","194.614","1050.49","-805.508","1246.42","1100.69","-918.652","1047.74","865.999","-931.111","90.1785","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
485,0,"1038.8","-1088.71","410.142","1158.98","-1158.28","1262.07","826.124","-476.285","392.065","550.477","-278.113","189.005","1057.34","-817.376","1239.88","1103.99","-928.451","1039.47","865.334","-931.295","89.9566","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
486,0,"1041.16","-1092.29","409.707","1163.05","-1170.22","1250.5","821.917","-481.019","387.745","541.686","-292.311","183.61","1064","-828.787","1233.75","1106.94","-937.159","1031.5","864.602","-931.631","89.9284","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
487,0,"1042.25","-1095.03","407.678","1166.78","-1181.5","1239.71","817.637","-483.317","386.215","533.481","-305.592","179.869","1070.62","-839.771","1227.95","1109.46","-945.332","1023.94","863.996","-932.373","89.9052","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
488,0,"1043.89","-1098.02","406.546","1170.14","-1192.2","1229.86","811.831","-485.335","384.459","525.444","-317.676","177.206","1076.72","-850.173","1222.22","1111.74","-953.312","1017.06","863.482","-932.996","89.7739","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
489,0,"1045.23","-1101.53","405.745","1172.96","-1202.31","1221.01","808.251","-486.773","384.202","519.998","-326.884","174.49","1083.18","-860.368","1217.12","1113.77","-961.195","1010.93","863.082","-933.29","89.7792","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
490,0,"1045.8","-1105.56","404.33","1175.25","-1211.91","1213.22","806.702","-489.468","385.589","516.835","-334.041","173.882","1089.71","-870.292","1212.5","1115.62","-968.984","1005.6","862.815","-933.491","89.967","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
491,0,"1046.02","-1109.77","402.3","1177.12","-1220.96","1206.49","806.072","-493.78","387.719","514.819","-338.347","174.954","1095.36","-879.465","1207.86","1117.24","-976.609","1001.06","862.664","-934.007","90.265","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
492,0,"1046.34","-1113.7","400.065","1178.65","-1229.56","1200.87","805.62","-498.562","389.674","513.342","-340.212","177.171","1100.71","-888.023","1203.85","1118.65","-984.074","997.317","862.45","-934.721","90.618","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
493,0,"1047.19","-1117.16","398.021","1179.93","-1237.73","1196.34","804.56","-502.86","391.287","512.893","-340.08","180.747","1104.49","-895.029","1199.86","1119.89","-991.403","994.397","862.062","-935.31","90.991","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
494,0,"1048.63","-1119.93","396.153","1180.96","-1245.48","1192.82","802.487","-506.02","393.07","513.068","-338.639","185.354","1108.22","-901.99","1197.06","1120.16","-998.337","991.8","861.81","-935.799","91.1931","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
495,0,"1050.21","-1122.08","394.351","1181.8","-1252.87","1190.37","799.931","-507.795","395.399","513.946","-336.328","190.601","1111","-908.528","1195.37","1120.85","-1005.2","990.062","861.824","-936.236","91.2347","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
496,0,"1051.66","-1123.77","392.419","1182.41","-1259.97","1188.94","798.423","-508.449","398.722","515.472","-333.541","196.501","1114.12","-914.989","1194.19","1121.41","-1011.9","988.97","861.834","-936.425","91.2022","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
497,0,"1052.65","-1125.14","390.552","1182.82","-1266.7","1188.54","798.825","-508.443","403.204","517.214","-330.594","202.792","1115.91","-920.756","1194.12","1121.87","-1018.42","988.595","861.875","-936.53","91.1741","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
498,0,"1053.54","-1126.17","389.169","1183.06","-1273.04","1189.07","800.093","-508.372","408.453","519.335","-327.55","209.463","1117.98","-926.446","1194.86","1122.29","-1024.74","989.002","861.849","-936.784","91.1833","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
499,0,"1054.37","-1126.96","388.58","1183.27","-1279.12","1190.57","801.71","-508.495","413.817","521.792","-324.885","216.421","1118.66","-931.665","1195.53","1122.67","-1030.82","990.218","861.672","-937.242","91.2465","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
500,0,"1055.21","-1127.32","388.511","1183.41","-1284.83","1192.92","803.867","-509.046","419.212","524.356","-322.493","223.295","1121.49","-937.03","1198.94","1122.89","-1036.54","992.104","861.37","-937.732","91.228","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
501,0,"1055.69","-1127.25","388.683","1183.42","-1290.26","1196","806.451","-510.477","424.32","526.809","-320.692","230.036","1121.87","-942.438","1201.56","1123.8","-1042.12","995.055","861.091","-938.064","91.16","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
502,0,"1055.94","-1126.74","388.819","1183.3","-1295.5","1199.72","809.356","-512.929","428.775","529.243","-319.806","236.886","1121.95","-947.72","1205.03","1124.27","-1047.29","998.45","860.98","-938.081","91.1225","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
503,0,"1055.89","-1125.96","389.023","1182.98","-1300.56","1203.94","812.756","-516.242","432.823","531.585","-319.979","243.983","1121.51","-952.879","1209.15","1124.67","-1052.2","1002.4","860.974","-937.902","91.2383","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
504,0,"1055.24","-1124.95","389.339","1182.38","-1305.5","1208.67","816.001","-520.29","435.602","533.775","-321.255","251.166","1121.29","-957.823","1213.66","1125.01","-1056.89","1006.85","860.974","-937.682","91.3641","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
505,0,"1054.29","-1123.92","389.922","1181.53","-1310.32","1213.76","820.299","-524.759","439.16","536.011","-323.262","258.231","1120.84","-962.48","1218.85","1125.22","-1061.41","1011.72","860.941","-937.424","91.4967","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
506,0,"1052.82","-1122.81","390.573","1180.51","-1315.14","1219.29","824.613","-529.452","442.419","538.294","-325.805","264.966","1121.04","-966.893","1224.15","1125.29","-1065.86","1016.96","860.907","-937.144","91.5052","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
507,0,"1050.69","-1121.52","391.096","1178.88","-1319.14","1224.58","828.871","-534.333","445.675","540.701","-329.203","271.536","1121.14","-970.922","1230.35","1125.32","-1070.33","1022.56","860.945","-936.721","91.4463","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
508,0,"1048.17","-1120.03","391.712","nan","nan","nan","833.281","-539.088","449.392","543.488","-333.314","277.973","1121.03","-975.194","1236.54","1125.79","-1075.19","1028.52","861.021","-936.246","91.3627","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
509,0,"1045.36","-1118.28","392.676","nan","nan","nan","837.531","-543.875","453.018","546.494","-337.987","284.085","1121.14","-979.565","1242.61","1126.34","-1080.48","1035.11","861.019","-935.854","91.137","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
510,0,"1042.4","-1116.09","394.172","nan","nan","nan","841.801","-548.856","456.71","549.82","-343.057","289.98","1121.26","-983.653","1249.21","1125.43","-1084.57","1041.89","860.918","-935.546","90.9594","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
511,0,"1039.56","-1113.5","396.037","nan","nan","nan","846.598","-553.827","461.006","553.468","-348.472","295.634","1121.52","-987.49","1256.29","1125.13","-1089.36","1049.07","860.674","-935.31","90.6987","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
512,0,"1036.37","-1110.77","398.132","nan","nan","nan","851.276","-559.355","465.256","557.519","-354.153","301.102","1122.07","-991.148","1263.72","nan","nan","nan","860.401","-935.143","90.6366","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
513,0,"1032.75","-1108.19","400.38","1168.93","-1346.89","1268.33","856.453","-565.016","470.199","561.939","-360.103","306.351","1122.79","-994.686","1271.07","1124.45","-1099.1","1064.66","859.956","-935.106","90.827","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
