Frame,Sub Frame,"Reconstruction Position - Unlabeled Track (709)",,,"Reconstruction Position - Unlabeled Track (712)",,,"Reconstruction Position - Unlabeled Track (714)",,,"Reconstruction Position - Unlabeled Track (715)",,,"Reconstruction Position - Unlabeled Track (718)",,,"Reconstruction Position - Unlabeled Track (719)",,,"Reconstruction Position - Unlabeled Track (726)",,,"Reconstruction Position - Unlabeled Track (739)",,,"Reconstruction Position - Unlabeled Track (740)",,,"Reconstruction Position - Unlabeled Track (741)",,,"Reconstruction Position - Unlabeled Track (742)",,,"Reconstruction Position - Unlabeled Track (743)",,
,,"TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ"
Frames,Frames,"mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm"
280,0,"488.275","309.614","400.439","568.418","-29.5923","1531.89","587.584","-124.597","455.996","704.956","-152.879","82.7599","658.077","-62.5135","1305.35","502.519","42.8032","1185.65","689.312","429.191","86.1871","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
281,0,"485.711","312.25","400.419","569.831","-16.3659","1534.83","585.446","-121.764","455.774","704.649","-152.85","83.5849","657.584","-51.4994","1311.32","502.359","52.996","1189.25","688.936","429.312","86.2624","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
282,0,"483.513","314.807","400.288","571.257","-3.31834","1537.6","583.052","-119.125","455.637","704.299","-152.871","84.5302","656.778","-40.4653","1317.12","502.257","63.0995","1192.82","688.658","429.429","86.315","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
283,0,"481.556","317.381","400.203","572.685","9.58261","1540.18","580.517","-116.571","455.516","703.968","-152.952","85.5627","655.798","-29.5307","1322.62","502.201","73.1031","1196.33","688.431","429.548","86.2605","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
284,0,"479.952","320.097","400.085","574.135","22.3152","1542.58","577.82","-114.237","455.418","703.651","-153.155","86.7165","654.942","-18.7686","1328.13","502.133","83.0061","1199.75","688.297","429.706","86.1423","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
285,0,"478.67","322.924","400.041","575.598","34.8671","1544.79","574.981","-112.103","455.339","703.392","-153.455","87.9295","654.127","-8.07023","1333.42","502.053","92.8015","1203.14","688.315","429.949","85.9796","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
286,0,"477.672","325.592","399.657","577.077","47.2263","1546.86","572.028","-110.22","455.267","703.182","-153.804","89.2372","653.343","2.66734","1338.43","501.854","102.45","1206.54","688.436","430.191","85.7883","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
287,0,"476.804","328.086","399.368","578.618","59.3914","1548.77","568.938","-108.48","455.234","703.053","-154.233","90.5949","652.649","13.4517","1343.29","501.667","111.874","1209.81","688.371","430.36","85.4833","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
288,0,"476.074","330.335","399.2","580.207","71.3524","1550.56","565.698","-106.937","455.248","702.991","-154.767","92.1017","651.996","24.2833","1347.89","501.702","121.257","1212.87","688.383","430.544","85.1975","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
289,0,"475.356","332.383","399.003","581.93","83.0924","1552.22","562.399","-105.614","455.333","703.062","-155.432","93.6161","651.419","35.1327","1352.25","502.837","130.569","1214.84","688.401","430.706","84.9502","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
290,0,"474.605","334.272","398.713","583.68","94.6029","1553.73","558.899","-104.484","455.461","703.23","-155.924","95.2042","651.09","45.9261","1356.31","503.33","139.601","1217.35","688.581","430.893","84.6898","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
291,0,"473.764","336.129","398.399","585.531","105.932","1555.05","555.444","-103.622","455.704","703.52","-156.441","97.1126","651.079","56.5981","1360.11","503.927","148.435","1219.72","688.749","431.064","84.4939","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
292,0,"472.701","337.997","398.102","587.206","116.847","1556.19","551.863","-102.712","455.921","703.931","-156.916","99.114","651.232","67.0932","1363.62","504.572","157.072","1222","688.777","431.194","84.3461","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
293,0,"471.51","339.897","397.748","589.126","127.724","1557.05","548.161","-101.792","456.164","704.432","-157.378","100.81","651.564","77.4373","1366.92","504.366","165.878","1224.8","688.773","431.298","84.255","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
294,0,"470.043","341.877","397.466","591.058","138.388","1557.67","544.285","-100.752","456.334","704.845","-158.057","102.523","652.136","87.6607","1369.8","506.12","173.803","1226.07","688.746","431.429","84.201","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
295,0,"468.449","343.93","396.959","593.015","148.839","1558.01","540.354","-99.705","456.426","705.111","-158.888","104.307","652.862","97.7561","1372.33","506.984","181.909","1227.84","688.641","431.548","84.1134","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
296,0,"466.787","346.07","396.443","595.009","159.074","1558.09","536.303","-98.5476","456.334","705.411","-159.756","106.136","653.457","107.633","1374.82","507.845","189.908","1229.42","688.492","431.693","84.0583","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
297,0,"464.864","348.205","395.846","597.027","169.119","1557.91","532.087","-97.1333","455.887","705.77","-160.608","107.868","653.916","117.289","1377.12","508.761","197.821","1230.75","688.332","431.833","84.0141","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
298,0,"463.048","350.343","395.261","599.074","178.975","1557.47","528.202","-96.1511","455.425","706.175","-161.468","109.61","654.677","126.832","1378.87","510.966","205.369","1231.31","688.127","432.003","83.9246","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
299,0,"460.976","352.448","394.626","601.171","188.665","1556.77","523.941","-94.8377","454.697","706.661","-162.324","111.375","655.483","136.275","1380.37","510.814","213.432","1232.72","688.024","432.181","83.7765","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
300,0,"459.03","354.466","393.856","603.336","198.176","1555.81","519.54","-93.3902","453.725","707.231","-163.085","113.094","656.345","145.687","1381.54","511.666","221.144","1233.42","687.983","432.355","83.5621","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
301,0,"457.084","356.382","392.906","605.525","207.558","1554.55","515.12","-91.8571","452.559","707.872","-163.746","114.765","657.345","155.048","1382.38","511.971","229.235","1234.14","687.912","432.481","83.3699","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
302,0,"455.008","358.204","391.888","607.773","216.788","1553.05","510.615","-90.2631","451.178","708.595","-164.287","116.361","658.434","164.367","1382.85","513.907","236.065","1233.74","687.984","432.637","83.2008","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
303,0,"453.037","359.881","390.7","610.074","225.868","1551.28","505.959","-88.3155","449.694","709.333","-164.665","118.016","659.637","173.595","1382.95","515.009","243.404","1233.58","688.097","432.792","82.9927","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
304,0,"451.063","361.45","389.404","612.444","234.792","1549.23","501.364","-86.7385","448.085","710.032","-164.823","119.625","660.84","182.659","1382.72","516.152","250.693","1233.08","688.044","432.822","82.688","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
305,0,"448.869","363.056","388.047","614.969","243.716","1546.87","496.819","-85.1622","446.414","710.652","-164.935","121.114","661.994","191.561","1382.15","517.336","257.918","1232.27","688.14","432.884","82.4091","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
306,0,"446.61","364.684","386.503","617.415","252.367","1544.31","492.302","-83.6707","444.688","711.188","-164.932","122.556","663.173","200.359","1381.27","518.918","264.827","1231.25","688.308","433.015","82.1861","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
307,0,"444.166","366.351","384.892","619.927","260.865","1541.51","487.814","-82.307","442.911","711.647","-164.751","123.897","664.448","209.005","1380.09","519.713","272.208","1229.84","688.343","433.144","81.9327","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
308,0,"441.499","367.988","383.345","622.454","269.223","1538.42","483.391","-81.0512","441.065","712.104","-164.479","125.172","665.978","217.416","1378.61","520.94","279.165","1228.07","688.3","433.258","81.722","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
309,0,"438.686","369.497","381.592","625.002","277.411","1535.06","479.019","-79.8347","439.14","712.462","-164.028","126.25","667.657","225.647","1376.77","522.646","285.685","1226.01","688.285","433.391","81.5189","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
310,0,"435.76","370.92","379.712","627.591","285.415","1531.4","474.646","-78.6705","437.168","712.764","-163.403","127.137","669.364","233.702","1374.58","524.082","292.339","1223.76","688.233","433.493","81.3864","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
311,0,"432.596","372.302","377.872","630.189","293.262","1527.48","470.325","-77.5854","435.143","712.899","-162.671","127.936","670.96","241.637","1372.05","525.572","298.922","1221.14","688.13","433.569","81.24","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
312,0,"429.451","373.536","375.942","632.78","300.955","1523.32","465.966","-76.4981","433.081","713.02","-162.252","129.032","672.522","249.415","1369.17","527.08","305.349","1218.22","687.944","433.625","80.9488","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
313,0,"426.31","374.62","373.58","635.361","308.457","1518.92","461.585","-75.5497","430.964","712.635","-161.672","129.61","674.074","256.981","1365.94","528.564","311.968","1214.99","687.77","433.602","80.7447","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
314,0,"423.103","375.717","371.528","637.913","315.841","1514.28","457.154","-74.6082","428.821","712.039","-161.105","130.161","676.091","264.196","1362.49","530.216","318.539","1211.33","687.646","433.564","80.5508","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
315,0,"419.892","376.634","369.006","640.454","323.028","1509.45","452.718","-73.758","426.618","711.212","-160.714","130.53","678.145","271.134","1358.79","531.618","323.99","1207.54","687.598","433.522","80.3782","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
316,0,"416.538","377.608","366.781","642.959","330.1","1504.43","448.247","-72.9428","424.313","710.162","-160.404","130.776","679.681","278.136","1354.78","533.14","329.887","1203.49","687.5","433.419","80.3035","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
317,0,"413.197","378.372","364.22","645.44","337.03","1499.26","443.747","-72.1771","422.014","708.828","-160.197","130.858","681.313","284.87","1350.52","534.67","335.782","1199.29","687.222","433.236","80.2456","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
318,0,"409.695","379.182","361.706","647.894","343.821","1493.92","439.213","-71.6006","419.693","707.432","-160.076","130.769","682.936","291.466","1346.06","536.228","341.585","1194.86","686.989","433.055","80.1705","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
319,0,"406.371","379.892","359.202","650.281","350.465","1488.39","434.698","-71.1687","417.413","705.828","-160.035","130.814","684.491","297.917","1341.34","537.821","347.279","1190.22","686.716","432.857","80.0917","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
320,0,"402.929","380.555","356.616","652.614","356.997","1482.68","430.215","-70.9317","415.164","704.181","-159.899","130.839","686.132","303.987","1336.48","539.421","352.177","1185.48","686.521","432.676","79.9239","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
321,0,"399.675","381.142","353.816","654.906","363.386","1476.8","425.711","-70.9402","412.971","702.532","-159.67","130.867","687.91","309.992","1331.58","541.065","357.656","1180.56","686.377","432.539","79.8007","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
322,0,"396.407","381.649","351.109","657.143","369.65","1470.78","421.27","-71.1212","410.849","700.95","-159.361","130.898","689.639","315.834","1326.52","542.719","362.967","1175.46","685.987","432.39","79.6469","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
323,0,"393.088","382.126","348.375","659.32","375.747","1464.65","416.815","-71.5293","408.842","699.476","-158.959","131.014","691.182","321.566","1321.33","544.325","368.181","1170.16","685.604","432.238","79.5236","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
324,0,"389.863","382.476","345.477","661.445","381.669","1458.46","412.485","-72.1598","406.862","698.132","-158.398","131.011","692.905","327.001","1316.1","545.906","373.263","1164.75","685.243","432.161","79.3577","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
325,0,"386.696","382.875","342.849","663.513","387.475","1452.19","408.232","-72.9104","404.931","696.911","-157.785","131.03","694.337","332.368","1310.72","547.519","378.276","1159.12","684.866","432.038","79.1326","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
326,0,"383.648","383.206","340.041","665.475","393.094","1445.84","404.169","-73.7555","402.989","695.69","-156.942","130.986","695.754","337.622","1305.28","549.088","382.752","1153.48","684.565","431.91","78.9617","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
327,0,"380.725","383.516","337.21","667.384","398.52","1439.44","400.238","-74.613","401.117","694.381","-155.654","130.468","697.456","342.627","1299.99","550.663","386.455","1147.86","684.392","431.834","78.8479","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
328,0,"377.881","383.8","334.434","669.221","403.794","1433.04","396.494","-75.5615","399.247","693.315","-154.686","130.24","698.734","347.558","1294.49","552.285","390.455","1142.11","683.836","431.183","78.4508","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
329,0,"375.045","383.995","331.853","670.954","408.896","1426.65","392.937","-76.5557","397.351","692.262","-153.676","129.956","700.557","352.21","1289.23","553.94","394.399","1136.47","683.524","431.071","78.4071","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
330,0,"372.242","384.164","329.359","672.599","413.852","1420.31","389.521","-77.6008","395.479","691.255","-152.599","129.583","702.11","356.828","1283.86","555.671","398.048","1130.92","683.201","430.959","78.4341","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
331,0,"369.538","384.256","326.912","674.129","418.648","1414","386.27","-78.6857","393.587","690.289","-151.437","129.19","703.749","361.28","1278.55","557.466","401.562","1125.41","682.782","430.732","78.49","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
332,0,"366.862","384.286","324.599","675.576","423.305","1407.72","383.177","-79.9259","391.772","689.38","-150.169","128.699","705.118","365.434","1273.2","559.075","404.701","1119.84","682.492","430.552","78.5469","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
333,0,"364.335","384.22","322.326","676.957","427.79","1401.55","380.305","-81.149","389.995","688.482","-148.875","128.194","706.724","369.273","1268.06","560.495","407.781","1114.23","682.241","430.452","78.6296","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
